reviews,score,likes,time,app_name,year,reviews_en
"De início tudo é bom, pouca fila, mas ao longo do tempo a fila vai aumentando, ao ponto de chegar a 700 pessoas na sua frente, isso quando você consegue entrar porque pode acontecer de a fila simplesmente congelar. é só mais uma técnica de marketing, Além dos planos prioritários não valer muito apena porque você ainda terá que esperar entre 4 - 10 minutos de fila (sem contar que com o plano grátis você só pode jogar 30 minutos por sessão)",1,1,15/04/2023,GeForce NOW Cloud Gaming,2023,"At the beginning everything is good, little queue, but over time the queue grows, to the point of reaching 700 people in front of you, that's when you manage to get in because the queue can simply freeze. it's just another marketing technique, besides the priority plans aren't worth much because you'll still have to wait between 4 - 10 minutes in line (not counting that with the free plan you can only play 30 minutes per session)"
"Depois dessa atualização no GeForce, está muito difícil de jogar porque sempre diz que a capacidade máxima tô meu servidor já foi atingida. Eu não tenho condições financeiras para pagar um celular bom pra mim jogar os jogos que eu adoro e muito menos pra pagar a membership. Então por favor, tirem essa função ou separem as filas pra ficar 500 em cada fila, porque se não vocês vão perder muitos assinantes e jogadores.",1,1,15/04/2023,GeForce NOW Cloud Gaming,2023,"After this update on GeForce, it is very difficult to play because it always says that the maximum capacity of my server has already been reached. I don't have the financial means to pay for a good cell phone so I can play the games I love, let alone pay for membership. So please remove this function or separate the queues to have 500 in each queue, otherwise you will lose a lot of subscribers and players."
"Sinceramente só uso por não ter outros meios no momento, bugs frequentes, instabilidade dos servidores, e é inaceitável o fato de quando ocorre um erro no servidor e nos tira do jogo nos forçar a ter que pegar a fila dnv, que por mais que eu tenha a conta prioritária ainda é uma fila consideravelmente extensa e demorada.",1,3,14/04/2023,GeForce NOW Cloud Gaming,2023,"Honestly, I only use it because I don't have other means at the moment, frequent bugs, server instability, and it's unacceptable that when an error occurs on the server and takes us out of the game, it forces us to have to get the dnv queue, which no matter how much I have the priority account is still a considerably long and time-consuming queue."
"Antigamente era bom, o único problema era a fila, que piorou ainda mais na atualização. Além de esperar uma fila que dura horas, agora tem um bug que fica uma seta impossibilitando a jogabilidade.",1,1,18/04/2023,GeForce NOW Cloud Gaming,2023,"It used to be good, the only problem was the queue, which got even worse in the update. In addition to waiting in a queue that lasts for hours, there is now a bug that makes it impossible to play."
"Tudo funciona maravilhosamente bem, com otimos jogos e uma fila de espera bem generosa, mas a unica coisa que eu queria era que fosse possivel eu poder jogar o plants vs zombies garden warfere 2, pela steam onde eu tenho o jogo comprado, fora isso tudo funciona perfeitamente. Obrigado.",4,0,13/04/2023,GeForce NOW Cloud Gaming,2023,"Everything works wonderfully, with great games and a very generous queue, but the only thing I wanted was for me to be able to play plants vs zombies garden warfere 2, through steam where I bought the game, apart from that it works perfectly. Thanks."
"Só vou dar 5 estrelas quando resolverem o bug de mais de 500 horas parado nas filas, qualquer jogo que eu entro eu nunca consigo jogar por causa desse bug,isso tá desde meses,antes eu conseguirá entrar,mas agora não consigo nem entrar num jogo 2d,e os caras não corrigem desde anos e anos quando esse app foi lançado pro mobile,só queria jogar Genshin Impact pela nuvem,talvez isso vai ficar para sempre,corrigem esse bug por favor",1,3,13/04/2023,GeForce NOW Cloud Gaming,2023,"I'm only going to give 5 stars when they solve the bug of more than 500 hours standing in queues, any game I enter I can never play because of this bug, this has been going on for months, before I could enter, but now I can't even enter a game 2d, and the guys haven't fixed it since years and years when this app was released for mobile, I just wanted to play Genshin Impact through the cloud, maybe this will stay forever, fix this bug please"
Estava tendo uma experiência ate que boa com o Geforce mas quando atualizei não consigo nem entrar mais nos jogos e o pior é que paguei para não enfrentar fila e agora não consigo jogar. Que atualização é essa? Que deveria ser para melhor a experiência dos usuários mas na verdade acabou com a experiência de VÁRIOS usuários.,1,2,20/04/2023,GeForce NOW Cloud Gaming,2023,I was having a good experience with Geforce but when I updated I can't even enter the games anymore and the worst thing is that I paid to not face a queue and now I can't play. What update is this? Which should be to improve the user experience but actually ended the experience for MANY users.
"Eu uso o App há 1 ano e meio Tudo era bem simples, só entrar no jogo e esperar, porém a nova atualização só deu certo para PC, quando eu entro no jogo que eu quero jogar aparece aquela seta no canto, eu não consigo me movimentar muito menos mexer a câmera, por causa dessa setinha,peço que mudem essa setinha, e coloquem controle de toque de novo",1,2,14/04/2023,GeForce NOW Cloud Gaming,2023,"I've been using the App for 1 year and a half Everything was very simple, just enter the game and wait, but the new update only worked for PC, when I enter the game I want to play, that arrow appears in the corner, I can't get myself move much less move the camera, because of that little arrow, I ask you to change this little arrow, and put touch control back"
"Esse Cloud Gaming é ótimo, tem uma ótima qualidade de imagem, tem muitos jogos, incluindo jogos gratuitos, como Fortnite entre outros, o que precisa melhorar são as filas mesmo no plano prioritário, e adicionar mais jogos grandes, como GTA V por exemplo",4,0,18/04/2023,GeForce NOW Cloud Gaming,2023,"This Cloud Gaming is great, it has a great image quality, it has a lot of games, including free games, like Fortnite among others, what needs to be improved are the queues even in the priority plan, and add more big games, like GTA V for example"
Aplicativo bom mais eu pagaria com vontade todo mês mais nem todo mundo tem cartão de crédito como forma de pagamento num tempo onde as pessoas faz pix boleto colocar mais opção em forma de pagamento para as pessoas e as filas uma eternidade pra jogar,5,0,18/04/2023,GeForce NOW Cloud Gaming,2023,Good app but I would willingly pay every month but not everyone has a credit card as a payment method in a time where people make pix boleto put more payment options for people and queues take forever to play
Ok vou sem bem sincera confesso q antes o app era ótimo para jogar o jogo q eu jogo porém agr dps q teve essa atualização ele ficou HORRÍVEL eles colocaram um mouse na tela q é literalmente PÉSSIMO n dá para clicar em nada com ele sem contar q agr o teclado trava MUITO literalmente nem dá para usar e a fila continua a mesma sendo q agora diminuiram o tempo de jogo (antes era 1hr) pesso q para qm estiver lendo tbm reclamem sobre tb até q isso melhore(ignorem os erros de português sou ruim nele),1,4,19/04/2023,GeForce NOW Cloud Gaming,2023,"Okay, I'm going to be honest, I confess that before the app was great for playing the game I play, but after that update, it was HORRIBLE. They put a mouse on the screen, which is literally AWESOME. now the keyboard locks up VERY literally, you can't even use it and the queue remains the same and now the game time has decreased (before it was 1hr) people who are reading this also complain about it until it gets better (ignore the mistakes in Portuguese I am bad at it)"
"Fortnite rodando horrível, fps muito baixo, as texturas não carrega, fica tudo bugado, a tela do nada congela e não volta mais. Horrível, horrível, horrível, horrível.",1,4,12/04/2023,GeForce NOW Cloud Gaming,2023,"Fortnite running horrible, very low fps, textures do not load, everything is buggy, the screen freezes and does not come back. Horrible, horrible, horrible, horrible."
"Incrível como desceram o nível com essa atualização nova, tava tudo indo bem até resolverem atualizar, vive dando erro nos jogos, não da pra entrar, fecha sozinho, desloga da conta e tem q colocar o login td de novo toda vez q entra, atualização deveria melhorar o app e não piorar pq bom ele já não era tanto",1,2,13/04/2023,GeForce NOW Cloud Gaming,2023,"Incredible how they dropped the level with this new update, everything was going well until they decided to update, it keeps giving errors in the games, you can't enter, it closes alone, logs out of the account and has to put the login all over again every time you enter, update it should improve the app and not make it worse because it wasn't so good anymore"
"A versão dos estados unidos é muito melhor, o plano mais caro dessa abya num chega nem perto do mais barato dos EUA. Pagando esses preços eu compro um Xbox de última geração em 6 meses. Não vale a pena. Mudem pro XCLOUD.",1,1,19/04/2023,GeForce NOW Cloud Gaming,2023,"The US version is much better, the most expensive plan of this abya is not even close to the cheapest in the US. Paying these prices I buy a last generation Xbox in 6 months. Not worth it. Switch to XCLOUD."
"A proposta é boa, mas o preço no Brasil é CARO demais, tem limite de horas e ainda tem que enfrentar filas. ABYA não sabe trabalhar com nuvem. Xbox GamePass da de 10 a 0 nesse serviço.",1,1,12/04/2023,GeForce NOW Cloud Gaming,2023,"The proposal is good, but the price in Brazil is too EXPENSIVE, it has a time limit and you still have to face queues. ABYA does not know how to work with the cloud. Xbox GamePass gives 10 to 0 on this service."
"Pior app de cloud game. Não que o App em si seja ruim, a ABYA que torna ele ridículo. Delay absurdamente alto na resposta dos comandos, valor de assinaturas ridículos, míseros 30 minutos de gameplay para contas gratis, e o mais ridículo de tudo, filas enormes para entrar nas salas mesmo pra quem é vip. Sinceramente tem muito mais App que vale meu dinheiro. Xcloud é uma boa opção. Ao menos eles sabem fazer cloud game e com valor justo.",1,1,05/04/2023,GeForce NOW Cloud Gaming,2023,"Worst cloud game app. Not that the App itself is bad, the ABYA that makes it ridiculous. Absurdly high delay in command response, ridiculous subscription fees, measly 30 minutes of gameplay for free accounts, and most ridiculous of all, huge queues to enter the rooms even for VIPs. Honestly, there's a lot more App worth my money. Xcloud is a good option. At least they know how to make a cloud game and at a fair price."
A geforce é boa é lgl com sua proposta de jogo mais o aplicativo está com vários bugs tanto como nos jogo é no site desinstalei o App na tentativa de melhorar o erro do teclado é n estava funcionando é acabou apresentando outra falha q no agr n estou conseguindo fazer o login na minha conta é muito está carregando o site achei q essa atualização iria melhorar mais está pior do que antes,2,1,16/04/2023,GeForce NOW Cloud Gaming,2023,Geforce is good and lgl with its game proposal but the application has several bugs as much as in the game it is on the website I uninstalled the App in an attempt to improve the keyboard error it was not working and it ended up presenting another failure that in the agr I am not being able to log in to my account it's loading the site I thought this update would improve but it's worse than before
"Oi,tô tendo um poblema no jogo Dying Light eu joguei um pouco mas quando fui voltar a jogar ele não entra.depois da fila fica so a tela preta e o menu nao aparece e dos jogos que eu tenho so esse jogo que ta travando assim como que eu resolvo isso.",2,1,13/04/2023,GeForce NOW Cloud Gaming,2023,"Hi, I'm having a problem with the game Dying Light, I played a little bit but when I went back to play it doesn't start. how do i solve this."
"A aplicativo é muito bom,mas nessa nova atualização o layout ficou um pouco estranho, além do bug de falar que não consegue se conectar a rede porém eu não tive esse problema antes",4,1,12/04/2023,GeForce NOW Cloud Gaming,2023,"The application is very good, but in this new update the layout is a little strange, in addition to the bug saying that it cannot connect to the network, but I did not have this problem before"
"Aplicativo muito bom, com ótimos gráficos e rodando liso. Só o probleminha é que dão pouco tempo pra jogar se não fosse isso seria incrível, mas mesmo assim o app é muito bom.",5,0,14/04/2023,GeForce NOW Cloud Gaming,2023,"Very good application, with great graphics and running smoothly. The only problem is that they give you little time to play, otherwise it would be amazing, but even so, the app is very good."
"App estava bom, mas após essa atualização os jogos não estão aparecendo para selecionar, ficou com uma tela preta.",2,0,21/04/2023,GeForce NOW Cloud Gaming,2023,"App was fine, but after this update the games are not showing up to select, it got a black screen."
"O App tinha tudo pra ser bom, mas as filas já eram um problema e agora com essa atualização as filas estão demorando MUITO e com pessoas demais em um horário que costumava ter de 60-120 pessoas, isso é ridículo",2,1,21/04/2023,GeForce NOW Cloud Gaming,2023,"The App had everything to be good, but the queues were already a problem and now with this update the queues are taking a LONG time and with too many people at a time that used to have 60-120 people, this is ridiculous"
"Eu realmente não entendo o fato da as vezes a plataforma te colocar numa fila mesmo eu assinando o plano prioritário. Se estou pagando é justamente para mão precisar de filas, ao meu ver né.",2,1,20/04/2023,GeForce NOW Cloud Gaming,2023,"I really don't understand the fact that sometimes the platform puts you in a queue even though I subscribe to the priority plan. If I'm paying, it's precisely because I don't need queues, in my opinion."
"Não sei o que fizeram nessa atualização, mas o aplicativo esta péssimo, mais de 11 horas na fila e quando entro no jogo o teclado pra poder entrar na minha conta não funciona",1,3,16/04/2023,GeForce NOW Cloud Gaming,2023,"I don't know what they did in this update, but the application is terrible, more than 11 hours in the queue and when I enter the game the keyboard to enter my account does not work"
"O aplicativo é bom mas depois da ultima atualização não eustou conseguindo jocar o fortnite com o toque na tela, apenas aparece a versão para computador.",4,1,16/04/2023,GeForce NOW Cloud Gaming,2023,"The application is good but after the last update I am not able to play fortnite with the touch of the screen, only the computer version appears."
"O app em si foi exelente nos ultimos 2 anos, porém nessas atualizações de 2023 o app inicia mais carrega somente os nomes de categoria e mais nada. Por favor, resolvam isso!",1,3,19/04/2023,GeForce NOW Cloud Gaming,2023,"The app itself has been excellent for the last 2 years, but in these 2023 updates the app starts but only loads the category names and nothing else. Please resolve this!"
"Empre gstei do app mas essa nova atualização está horrível no celular! Eu prefiro a anterior. Fora q tem q ter PC pra jogar no celular. Eu prefiro q vcs consigam trazer a versão anterior de volta, vai ajudar muito",1,1,21/04/2023,GeForce NOW Cloud Gaming,2023,"I used the app but this new update is horrible on the phone! I prefer the former. Other than that you have to have a PC to play on your cell phone. I prefer that you can bring the previous version back, it will help a lot"
Como conseguem atualizar o aplicativo para o pior os jogos não entram e eu paguei atoa sem conseguir jogar pelo oque eu paguei qual o sentido ? O melhor e só trocar de cloud.,1,1,18/04/2023,GeForce NOW Cloud Gaming,2023,How do you manage to update the application to the worst the games do not enter and I paid for nothing without being able to play what I paid for what's the point? The best thing is to just change the cloud.
"Muito bom, vale a pena pra quem deseja jogar vários títulos e não quer investir em um PC gamer. Vi que boa parte das avaliações negativas foram pelo fato de esperar filas (o que não concordo pois penso que o free seja para pessoas testarem), eu assino o plano prioritário e consigo jogar todos no momento que desejo vale muito a pena. Apenas dei falta de alguns jogos que tenho e ainda não estão disponíveis, mas li que estão em negociações para disponibilizarem, todo mês são adicionados novos.",5,20,07/02/2023,GeForce NOW Cloud Gaming,2023,"Very good, it's worth it for those who want to play several titles and don't want to invest in a gaming PC. I saw that most of the negative reviews were due to waiting in lines (which I don't agree with because I think the free one is for people to test), I subscribe to the priority plan and I can play them all when I want, it's really worth it. I just missed some games that I have and they are not available yet, but I read that they are in negotiations to make them available, new ones are added every month."
"O aplicativo é muito bom , uso a anos , porém depois da última atualização está péssimo , sinal está horrível , muito lag , nada estável",3,1,16/04/2023,GeForce NOW Cloud Gaming,2023,"The app is very good, I've been using it for years, but after the last update it's terrible, the signal is horrible, a lot of lag, nothing stable"
A última atualização é boa. Minha sugestão para uma melhoria é sobre deixar a fila de espera em segundo plano em celulares e tablets.,4,2,16/04/2023,GeForce NOW Cloud Gaming,2023,The last update is good. My suggestion for an improvement is about leaving the queue in the background on mobile phones and tablets.
A nova atualização deixou a forma de jogar utilizando o touch do celular horrível e inutilizavel. Ajustem da forma que era usado nas versões anteriores com urgência,1,2,12/04/2023,GeForce NOW Cloud Gaming,2023,The new update left the way to play using the touch of the cell phone horrible and unusable. Adjust the way it was used in previous versions urgently
"Por mais que o planos seja um absurdo eu estava jogando né, com essa atualização meu jogo fica com borda e é impossível jogar fica caindo toda hr!!!!",2,1,18/04/2023,GeForce NOW Cloud Gaming,2023,"As much as the plans are absurd, I was playing, right, with this update my game is bordered and it is impossible to play, it keeps crashing all the time!!!!"
"O aplicativo é legal, mas o problema é a fila e o tempo de jogo, as vezes a fila fica muito grande e fica demorando muito pra entra, de vez enquando tem números q acabam parando e acaba n diminuindo causando perda de tempo, vcs poderiam tirar a fila? a fila acaba estrangando a vontade de jogar. Sobre o tempo de jogo até q n é ruim mas vcs poderia aumentar o tempo, pois daria pra fazer muito mais coisas e daria pra se divertir muito mais, talvez eu volte a usar o app quando estiver melhor.",1,7,19/01/2023,GeForce NOW Cloud Gaming,2023,"The application is cool, but the problem is the queue and the game time, sometimes the queue gets very long and it takes a long time to enter, sometimes there are numbers that end up stopping and end up not decreasing causing a waste of time, could you guys queue up? the queue ends up spoiling the desire to play. About the playing time, it's not bad, but you could increase the time, because I would be able to do a lot more things and have a lot more fun, maybe I'll use the app again when I'm better."
Seu aplicativo e bom é mais pofavo faz a parte de conectar com conta de xbox ou PlayStation para fica bom para todos e jogos também que tem jogos na biblioteca no xbox ou PlayStation. espero que aconteca😁,4,0,12/04/2023,GeForce NOW Cloud Gaming,2023,"Your application is good and more popular, it does the part of connecting with an xbox or PlayStation account to be good for everyone and games that have games in the library on the xbox or PlayStation. I hope it happens 😁"
"O plano gratuito é um verdadeiro de teste de estresse. Ao tentar iniciar um jogo, havia pouco mais de 450 jogadores na minha frente na fila de espera. Quase 3h depois, ainda havia 150, e reduzindo a um ritmo bem mais lento do que no início. Desisti. Para piorar, você não pode minimizar o app. Se o fizer, perde a vez. E o plano pago não compensa, pois, além de caro, você só pode jogar títulos adquiridos em alguma plataforma suportada e que também estejam disponíveis no GeForce NOW. Não recomendo.",1,1,31/03/2023,GeForce NOW Cloud Gaming,2023,"The free plan is a real stress test. When trying to start a game, there were just over 450 players in front of me in the queue. Almost 3 hours later, there were still 150, and reducing at a much slower pace than at the beginning. I gave up. To make matters worse, you cannot minimize the app. If you do, you lose your turn. And the paid plan is not worth it, because, in addition to being expensive, you can only play titles purchased on a supported platform that are also available on GeForce NOW. I do not recommend."
"Estarei dando uma nota de 2 estrelas. Sou usuário do GeForce à bastante tempo, e devo dizer que o app em si possui uma proposta incrível. A qualidade das sessões são ótimas, mesmo ocorrendo alguns erros de conexão e lags, mas isso muitas vezes pode ser da própria internet, o que já não é culpa do app. Porém, de um tempo para cá ele viralizou, e várias pessoas começaram a utilizar – Agora as filas estão grandes demais, sem contar o quão horrível é o tempo de espera, para uma sessão de meia hora.",2,1,27/03/2023,GeForce NOW Cloud Gaming,2023,"I will be giving a 2 star rating. I've been a GeForce user for a long time, and I must say that the app itself has an incredible proposition. The quality of the sessions is great, even with some connection errors and lags, but this can often be due to the internet itself, which is no longer the app's fault. However, from time to time it went viral, and several people started using it – Now the queues are too long, not to mention how horrible the waiting time is, for a half hour session."
"O app tem tudo para ser ótimo, mas os preços não ajudam, além de ter limite de tempo. Se opta pelo gratuito, uma eternidade de espera, nisso quando depois de horas esperando dá um erro. Geforce verifiquem se é isso mesmo que querem vender para o público, pq se continuar assim vai perder espaço.",1,1,10/04/2023,GeForce NOW Cloud Gaming,2023,"The app has everything to be great, but the prices don't help, in addition to having a time limit. If you opt for the free one, an eternity of waiting, when after hours of waiting there is an error. Geforce check if this is what you want to sell to the public, because if it continues like this, it will lose space."
"Resumindo ele rodar os jogos em máquinas potentes enviando para vc via internet permitindo que vc jogue seu jogo em um PC ou celular de baixo desempenho, modo gratuito terá fila que permite que vc jogue de graça por 30 mit, modo pago no Max fila de 2mit podendo jogar por mais de 6h. Detalhe não trava mais internet lenta apresenta borrões no gráfico do jogo ou o deslogamento ,tem jogos gratuitos mas a maior parte e jogos pagos, você pode sincronizar com sua steam..",4,0,03/04/2023,GeForce NOW Cloud Gaming,2023,"In short, it runs games on powerful machines sending them to you via the internet allowing you to play your game on a low-performance PC or cell phone, free mode will have a queue that allows you to play for free for 30 mit, paid mode in the Max queue of 2mit being able to play for more than 6 hours. The detail does not crash, but the internet is slow, it has blurs in the game's graphics or the logout, there are free games but most of them are paid games, you can synchronize with your steam .."
"Proposta boa. Péssima execução, não funcionou nenhuma vez, filas são enormes, fiquei mais de 10 horas em uma fila, não pude testar o aplicativo para ver se poderia adquirir um plano de assinatura, se de graça é ruim assim, imagina pago",1,1,11/04/2023,GeForce NOW Cloud Gaming,2023,"Good proposal. Bad execution, it didn't work once, queues are huge, I spent more than 10 hours in a queue, I couldn't test the app to see if I could buy a subscription plan, if it's free it's that bad, imagine paying"
"Os graficos ficam otimos, é incrivel jogar quando passamos pela fila, porem, o aplicativo esta ficando horrivel por conta das filas gigantes, onde voce tem que esperar 1 hora ou até 2 horas pra no fim jogar apenas 30 minutos... Fora que as filas estao congelando em um certo numero... Nao consigo nem mais jogar pelo geforce, o que é uma decepçao, porque é uma proposta boa mas com um desempenho horrivel.",2,5,01/02/2023,GeForce NOW Cloud Gaming,2023,"The graphics are great, it's incredible to play when we pass through the queue, however, the application is getting horrible because of the giant queues, where you have to wait 1 hour or even 2 hours to play only 30 minutes in the end... queues are freezing at a certain number... I can't even play on geforce anymore, which is a disappointment, because it's a good proposition but with horrible performance."
"Pior app de cloud gaming, sempre dá um erro ou outro, as filas são ENORMES, eu tento entrar num jogo e são 756 PESSOAS, agora ao clicar no botão ""Jogar"", o app fecha e diz 'Geforce Now apresenta falhas continuamente', tentei reiniciar o app, limpar cache, mas não adianta, não recomendo. A não ser que você queira se irritar com as filas enorme",1,3,22/01/2023,GeForce NOW Cloud Gaming,2023,"Worst cloud gaming app, it always gives one error or another, the queues are HUGE, I try to enter a game and there are 756 PEOPLE, now when I click on the ""Play"" button, the app closes and says 'Geforce Now crashes continuously', I tried restarting the app, clearing cache, but it's no use, I don't recommend it. Unless you want to be annoyed by the huge queues"
"Aplicativo ainda tem muito oque melhorar em estética e recursos, mas quanto as filas não vejo muito problema. As filas ficam gigantes especialmente depois do meio dia? Sim, travam as vezes? Sim, mas isso é facilmente resolvido com uma assinatura.",4,0,15/03/2023,GeForce NOW Cloud Gaming,2023,"Application still has a lot to improve in terms of aesthetics and features, but as for the queues, I don't see much of a problem. Do the queues get huge especially after noon? Yes, do they crash sometimes? Yes, but this is easily resolved with a subscription."
"Os jogos nao tem lag nenhum ao nao ser a minha internet, que é problema meu, eu paguei o plano sem fila com mais tempo de sessão, 50 reais por mes pra jogar oque eu quiser? Muito bom, nao tem como fazer algo de boa qualidade de graça, todos iam usar e o servidor ia quebrar, os planos pagos é pra sustentar os servidores, porque sem eles isso seria impossivel, sempre bom estudar sobre antes de reclamar",5,1,16/03/2023,GeForce NOW Cloud Gaming,2023,"The games don't have any lag other than my internet connection, which is my problem, did I pay for the skip-the-line plan with more session time, 50 reais a month to play whatever I want? Very good, there is no way to do something of good quality for free, everyone would use it and the server would break, the paid plans are to support the servers, because without them this would be impossible, always good to study before complaining"
"Olha, esse app tem vários pontos bons e ruins, os bons são que pra quem não tem um celular que roda jogos pesados (tipo genshin impact) ele é bom pq vc consegue jogar, com gráfico no máximo e ping baixo mas o lado ruim é que vc só pode jogar por 1 hora (isso se vc n paga) e que dependendo do horário as filas são enormes, tipo 400 pessoas e isso da umas 3h de fila, isso se ela n estiver indo rápido. Ent assim, ele só é bom pra quebrar um galho.",3,2,22/01/2023,GeForce NOW Cloud Gaming,2023,"Look, this app has several good and bad points, the good ones are that for those who don't have a cell phone that runs heavy games (like genshin impact) it's good because you can play, with maximum graphics and low ping but the downside is that you can only play for 1 hour (if you don't pay) and that depending on the time the queues are huge, like 400 people and that's about 3 hours of queue, if it's not going fast. So, he's only good for breaking a branch."
"Comecei a usar o app porque vi pessoas dizendo ser melhor que o stream do xbox e porque além de ter a possibilidade de jogar jogos da steam, é totalmente de graça. Porém, após usar o app, vi que o tempo que você tem pra jogar é muito pouco, você jogar por cerca de 10 minutos e é expulso. Além de ter outros problemas como: -Controles ruins -Um delay grande -Os dados do jogo não salvam(Ex:Sempre que você for jogar Gmod, você tem que baixar os addons do zero)Eu até entendo, mas poderia ter um jeito",1,3,22/02/2023,GeForce NOW Cloud Gaming,2023,"I started using the app because I saw people saying it was better than the xbox stream and because in addition to being able to play steam games, it's completely free. However, after using the app, I saw that the time you have to play is very little, you play for about 10 minutes and you are expelled. In addition to having other problems such as: -Bad controls -A long delay -Game data does not save (Ex:Whenever you play Gmod, you have to download the addons from scratch)I even understand, but there could be a way"
"Se não fosse por esse aplicativo eu nunca conseguiria jogar meu jogo favorito, meu celular não é compatível mas assim consigo jogar, enquanto espero tunacao muito longa, eu vejo vídeos e faço outras coisas, tem certas horas e dias que tem menos ou mais pessoas, muito obrigada por disponibilizar a versão gratuita também! , Mas tem vezes q aparece ""corrigindo"" em um jogo e demora muito para arrumar, quando isso aconteceu tive que desistalar e instalar denovo",4,0,16/03/2023,GeForce NOW Cloud Gaming,2023,"If it wasn't for this app I would never be able to play my favorite game, my cell phone is not compatible but that way I can play it, while I wait for a very long time, I watch videos and do other things, there are certain hours and days when there are fewer or more people, Thanks so much for making the free version available too! , But there are times when ""fixing"" appears in a game and it takes a long time to fix it, when that happened I had to uninstall and install it again"
"Obrigado, graças a essa atualização eu nao consigo mais jogar rocket league, toda vez que entro a imagem trava e eu nao consigo jogar.",2,1,17/04/2023,GeForce NOW Cloud Gaming,2023,"Thank you, thanks to this update I can no longer play rocket league, every time I enter the image crashes and I can't play."
"Mal configurado - vc loga na epic e depois q passa a fila inteira tem q logar de novo, ai aparece q logou com um pc la do uruguai, tava pensando em contratar se fosse bom mas até para testa levou 1 hora, ai quslquer saidinha do app tem q voltar no inicio",1,1,19/04/2023,GeForce NOW Cloud Gaming,2023,"Misconfigured - you log into the epic and after passing the entire queue you have to log in again, then it appears that you logged in with a pc from Uruguay, I was thinking of hiring it if it was good but even for the forehead it took 1 hour, so any departure from app has to go back to the beginning"
"Gostei muito,dele só acho q deveria de ter mais jogos tipo,fall guys etc... Os gráficos deveria de dar uma melhorada tbm mais eh ótimo vou dar 4 estrelas por q gostei DMS desse aplicativo.",4,0,19/04/2023,GeForce NOW Cloud Gaming,2023,"I really liked it, I just think it should have more games like, fall guys etc... The graphics should be improved too but it's great I'm going to give 4 stars because I liked this application DMS."
"Essas filas enormes acaba com a vontade de jogar pelo gerfoce now, porqur tirando essas filas é otimo,mas ficar 30 minutos jogando por sessão e dependendo da fila , esperar mais do dobro ou horas pra jogar novamente . E não vale a pena pagar plano sendo que é caro demais , além de ter tempo limitado mesmo pagando plano tbm , for pra pagar prefiro game pass do Xbox pelo menos jogo o dia todo e pago menos.",3,2,22/02/2023,GeForce NOW Cloud Gaming,2023,"These huge queues end up with the desire to play through the gerfoce now, because excluding those queues is great, but spending 30 minutes playing per session and depending on the queue, waiting more than twice as long or hours to play again. And it's not worth paying for a plan since it's too expensive, in addition to having limited time even paying for a plan too, if I pay I prefer Xbox game pass at least I play all day and pay less."
"A app tinha tudo para ser perfeita, mas agora ela colocou algumas pessoas na fila, tudo bem até aí mas o problema é que a fila desce muito devagar ao ponto de eu ter que esperar 3h ou mais até poder jogar, antes não era assim ! Se querem fazer isso tentem pelo menos fazer a fila descer mais rápido porque ontem estava tudo normal mas hoje mudou. Para piorar no jogo Genshin Impact está a dizer ""A corrigir"".",1,3,11/04/2023,GeForce NOW Cloud Gaming,2023,"The app had everything to be perfect, but now it has put some people in the queue, so far so good but the problem is that the queue goes down very slowly to the point where I have to wait 3 hours or more until I can play, before it wasn't like that! If you want to do that try at least to make the queue go down faster because yesterday everything was normal but today it changed. To make matters worse in the game Genshin Impact is saying ""Fixing""."
"O aplicativo é bom, porém toda vez que tento entrar em algum jogo fica com uma tela preta, sem falar na enorme fila que tem nos servidores, que quando você entra da algum erro de conexão ou falando que ja acabaram o número de sessões sendo que a pessoa nem entrou, fora essa maior parte dos bugs, o aplicativo é muito bom.",3,76,05/12/2022,GeForce NOW Cloud Gaming,2022,"The application is good, but every time I try to enter a game I get a black screen, not to mention the huge queue on the servers, which when you enter there is a connection error or saying that the number of sessions has already ended. the person did not even enter, apart from most of the bugs, the application is very good."
"Um ótimo aplicativo para jogos e para jogar, caso não tenha um PC, notebook e celular com um bom desempenho, o app é ótimo para você jogar jogos que queria jogar no celular ou em qualquer outro dispositivo. Sistema de filas que é bem chato essa parte de ficar esperando sua vez, mas tem um cargo ""membro"" que você pode comprar para ter mais tempo jogando e filas menores. Entretanto muitas pessoas não tem condições de comprar o cargo, então eu acho que deveria ter um pouco mais de generosidade",5,16,20/12/2022,GeForce NOW Cloud Gaming,2022,"A great app for games and playing games, if you don't have a PC, notebook and cell phone with good performance, the app is great for you to play games you wanted to play on your cell phone or any other device. Queuing system that is quite annoying, this part of waiting for your turn, but it has a ""member"" role that you can buy to have more time playing and shorter queues. However, many people cannot afford to buy the position, so I think there should be a little more generosity"
"O app ta funcionando bem mas quando você ativa o controle bloetooth a conexão fica muito fraca e tem muita perda de latência e delay nos controle , precisam melhorar isso,pelo menos coloquem uma opção pra trocar o layout dos controles touch screen pois a versão de pc é perfeita mas a de celular e smartv ainda estão péssimas pra jogar com o controle bloetooth.",3,4,17/11/2022,GeForce NOW Cloud Gaming,2022,"The app is working fine but when you activate the bloetooth control the connection is very weak and there is a lot of loss of latency and delay in the controls, they need to improve this, at least put an option to change the layout of the touch screen controls because the pc version it's perfect but the cell phone and smartv are still terrible to play with bloetooth control."
